rule,value,n_node_samples,path_len
IF f2 <= -0.157345 AND f7 <= 0.195483 AND f2 > -1.068439 AND f14 > -0.241364 AND f13 > -1.179991 AND f8 <= -0.439802 AND f13 <= 0.386335 AND f9 > -0.979482 AND f8 > -1.601508 AND f0 <= 0.642365 AND f3 > -0.023022 AND f1 <= 1.169809 AND f2 <= -0.343694,66.85483870967741,1,13
IF f2 <= -0.157345 AND f7 <= 0.195483 AND f2 > -1.068439 AND f14 > -0.241364 AND f13 > -1.179991 AND f8 <= -0.439802 AND f13 <= 0.386335 AND f9 > -0.979482 AND f8 > -1.601508 AND f0 <= 0.642365 AND f3 > -0.023022 AND f1 <= 1.169809 AND f2 > -0.343694,68.45161290322581,1,13
IF f2 <= -0.157345 AND f7 <= 0.195483 AND f2 > -1.068439 AND f14 > -0.241364 AND f13 > -1.179991 AND f8 <= -0.439802 AND f13 > 0.386335 AND f1 <= -0.196018 AND f8 <= -0.585016 AND f0 <= -0.016938 AND f11 > -0.894771 AND f2 <= -0.261308 AND f9 <= -0.483217,55.00000000000001,1,13
IF f2 <= -0.157345 AND f7 <= 0.195483 AND f2 > -1.068439 AND f14 > -0.241364 AND f13 > -1.179991 AND f8 <= -0.439802 AND f13 > 0.386335 AND f1 <= -0.196018 AND f8 <= -0.585016 AND f0 <= -0.016938 AND f11 > -0.894771 AND f2 <= -0.261308 AND f9 > -0.483217,55.50000000000001,1,13
IF f2 <= -0.157345 AND f7 <= 0.195483 AND f2 > -1.068439 AND f14 > -0.241364 AND f13 > -1.179991 AND f8 <= -0.439802 AND f13 > 0.386335 AND f1 <= -0.196018 AND f8 <= -0.585016 AND f0 > -0.016938 AND f5 > -0.023347 AND f0 > 0.040693 AND f5 <= 0.011546,68.0,1,13
IF f2 <= -0.157345 AND f7 <= 0.195483 AND f2 > -1.068439 AND f14 > -0.241364 AND f13 > -1.179991 AND f8 <= -0.439802 AND f13 > 0.386335 AND f1 <= -0.196018 AND f8 <= -0.585016 AND f0 > -0.016938 AND f5 > -0.023347 AND f0 > 0.040693 AND f5 > 0.011546,67.5,1,13
IF f2 <= -0.157345 AND f7 <= 0.195483 AND f2 > -1.068439 AND f14 > -0.241364 AND f13 > -1.179991 AND f8 <= -0.439802 AND f13 > 0.386335 AND f1 > -0.196018 AND f1 > -0.088360 AND f2 > -0.982653 AND f2 <= -0.921022 AND f10 <= -1.103911 AND f10 <= -1.395754,79.0,1,13
IF f2 <= -0.157345 AND f7 <= 0.195483 AND f2 > -1.068439 AND f14 > -0.241364 AND f13 > -1.179991 AND f8 <= -0.439802 AND f13 > 0.386335 AND f1 > -0.196018 AND f1 > -0.088360 AND f2 > -0.982653 AND f2 <= -0.921022 AND f10 <= -1.103911 AND f10 > -1.395754,74.0,1,13
IF f2 <= -0.157345 AND f7 <= 0.195483 AND f2 > -1.068439 AND f14 > -0.241364 AND f13 > -1.179991 AND f8 <= -0.439802 AND f13 > 0.386335 AND f1 > -0.196018 AND f1 > -0.088360 AND f2 > -0.982653 AND f2 > -0.921022 AND f3 <= -1.064253 AND f4 <= 0.609872,63.0,1,13
IF f2 <= -0.157345 AND f7 <= 0.195483 AND f2 > -1.068439 AND f14 > -0.241364 AND f13 > -1.179991 AND f8 <= -0.439802 AND f13 > 0.386335 AND f1 > -0.196018 AND f1 > -0.088360 AND f2 > -0.982653 AND f2 > -0.921022 AND f3 <= -1.064253 AND f4 > 0.609872,45.5,1,13
IF f2 <= -0.157345 AND f7 <= 0.195483 AND f2 > -1.068439 AND f14 > -0.241364 AND f13 > -1.179991 AND f8 <= -0.439802 AND f13 > 0.386335 AND f1 > -0.196018 AND f1 > -0.088360 AND f2 > -0.982653 AND f2 > -0.921022 AND f3 > -1.064253 AND f3 <= -0.850993,67.0,1,13
IF f2 <= -0.157345 AND f7 <= 0.195483 AND f2 > -1.068439 AND f14 > -0.241364 AND f13 > -1.179991 AND f8 > -0.439802 AND f10 <= -1.103911 AND f13 <= 0.403034 AND f8 > -0.294589 AND f7 <= 0.193615 AND f4 <= 1.681134 AND f0 <= -0.162169 AND f9 > 1.253709,50.0,1,13
IF f2 <= -0.157345 AND f7 <= 0.195483 AND f2 > -1.068439 AND f14 > -0.241364 AND f13 > -1.179991 AND f8 > -0.439802 AND f10 <= -1.103911 AND f13 <= 0.403034 AND f8 > -0.294589 AND f7 <= 0.193615 AND f4 > 1.681134 AND f2 <= -0.889452 AND f6 <= -2.269621,80.0,1,13
IF f2 <= -0.157345 AND f7 <= 0.195483 AND f2 > -1.068439 AND f14 > -0.241364 AND f13 > -1.179991 AND f8 > -0.439802 AND f10 <= -1.103911 AND f13 <= 0.403034 AND f8 > -0.294589 AND f7 <= 0.193615 AND f4 > 1.681134 AND f2 <= -0.889452 AND f6 > -2.269621,71.0,1,13
IF f2 <= -0.157345 AND f7 <= 0.195483 AND f2 > -1.068439 AND f14 > -0.241364 AND f13 > -1.179991 AND f8 > -0.439802 AND f10 <= -1.103911 AND f13 <= 0.403034 AND f8 > -0.294589 AND f7 <= 0.193615 AND f4 > 1.681134 AND f2 > -0.889452 AND f0 <= 0.822174,53.0,1,13
IF f2 <= -0.157345 AND f7 <= 0.195483 AND f2 > -1.068439 AND f14 > -0.241364 AND f13 > -1.179991 AND f8 > -0.439802 AND f10 <= -1.103911 AND f13 <= 0.403034 AND f8 > -0.294589 AND f7 > 0.193615 AND f2 <= -0.863507 AND f13 <= 0.397318 AND f14 <= -0.220824,82.0,1,13
IF f2 <= -0.157345 AND f7 <= 0.195483 AND f2 > -1.068439 AND f14 > -0.241364 AND f13 > -1.179991 AND f8 > -0.439802 AND f10 <= -1.103911 AND f13 <= 0.403034 AND f8 > -0.294589 AND f7 > 0.193615 AND f2 <= -0.863507 AND f13 <= 0.397318 AND f14 > -0.220824,74.5,1,13
IF f2 <= -0.157345 AND f7 <= 0.195483 AND f2 > -1.068439 AND f14 > -0.241364 AND f13 > -1.179991 AND f8 > -0.439802 AND f10 <= -1.103911 AND f13 <= 0.403034 AND f8 > -0.294589 AND f7 > 0.193615 AND f2 > -0.863507 AND f7 <= 0.194301 AND f0 <= -0.113759,63.0,1,13
IF f2 <= -0.157345 AND f7 <= 0.195483 AND f2 > -1.068439 AND f14 > -0.241364 AND f13 > -1.179991 AND f8 > -0.439802 AND f10 <= -1.103911 AND f13 <= 0.403034 AND f8 > -0.294589 AND f7 > 0.193615 AND f2 > -0.863507 AND f7 <= 0.194301 AND f0 > -0.113759,61.5,1,13
IF f2 <= -0.157345 AND f7 <= 0.195483 AND f2 > -1.068439 AND f14 > -0.241364 AND f13 > -1.179991 AND f8 > -0.439802 AND f10 <= -1.103911 AND f13 <= 0.403034 AND f8 > -0.294589 AND f7 > 0.193615 AND f2 > -0.863507 AND f7 > 0.194301 AND f6 > 0.647875,50.5,1,13
IF f2 <= -0.157345 AND f7 <= 0.195483 AND f2 > -1.068439 AND f14 > -0.241364 AND f13 > -1.179991 AND f8 > -0.439802 AND f10 > -1.103911 AND f4 <= 0.643349 AND f5 <= 0.274404 AND f2 <= -0.362132 AND f7 <= 0.192595 AND f14 <= -0.236975 AND f9 <= -0.731350,78.0,1,13
IF f2 <= -0.157345 AND f7 <= 0.195483 AND f2 > -1.068439 AND f14 > -0.241364 AND f13 > -1.179991 AND f8 > -0.439802 AND f10 > -1.103911 AND f4 <= 0.643349 AND f5 <= 0.274404 AND f2 <= -0.362132 AND f7 <= 0.192595 AND f14 > -0.236975 AND f6 > -0.004272,43.94117647058824,1,13
IF f2 <= -0.157345 AND f7 <= 0.195483 AND f2 > -1.068439 AND f14 > -0.241364 AND f13 > -1.179991 AND f8 > -0.439802 AND f10 > -1.103911 AND f4 <= 0.643349 AND f5 <= 0.274404 AND f2 <= -0.362132 AND f7 > 0.192595 AND f2 <= -0.794853 AND f5 <= 0.049928,88.5,1,13
IF f2 <= -0.157345 AND f7 <= 0.195483 AND f2 > -1.068439 AND f14 > -0.241364 AND f13 > -1.179991 AND f8 > -0.439802 AND f10 > -1.103911 AND f4 <= 0.643349 AND f5 <= 0.274404 AND f2 <= -0.362132 AND f7 > 0.192595 AND f2 <= -0.794853 AND f5 > 0.049928,83.0,1,13
IF f2 <= -0.157345 AND f7 <= 0.195483 AND f2 > -1.068439 AND f14 > -0.241364 AND f13 > -1.179991 AND f8 > -0.439802 AND f10 > -1.103911 AND f4 <= 0.643349 AND f5 <= 0.274404 AND f2 > -0.362132 AND f0 > -0.378863 AND f7 <= -2.399132 AND f3 <= 0.587864,37.5,1,13
IF f2 <= -0.157345 AND f7 <= 0.195483 AND f2 > -1.068439 AND f14 > -0.241364 AND f13 > -1.179991 AND f8 > -0.439802 AND f10 > -1.103911 AND f4 <= 0.643349 AND f5 > 0.274404 AND f7 <= 0.194093 AND f1 <= 0.156091 AND f5 <= 0.330232 AND f1 <= 0.109183,71.5,1,13
IF f2 <= -0.157345 AND f7 <= 0.195483 AND f2 > -1.068439 AND f14 > -0.241364 AND f13 > -1.179991 AND f8 > -0.439802 AND f10 > -1.103911 AND f4 <= 0.643349 AND f5 > 0.274404 AND f7 <= 0.194093 AND f1 <= 0.156091 AND f5 <= 0.330232 AND f1 > 0.109183,71.0,1,13
IF f2 <= -0.157345 AND f7 <= 0.195483 AND f2 > -1.068439 AND f14 > -0.241364 AND f13 > -1.179991 AND f8 > -0.439802 AND f10 > -1.103911 AND f4 <= 0.643349 AND f5 > 0.274404 AND f7 <= 0.194093 AND f1 > 0.156091 AND f13 <= 0.394917 AND f13 > 0.393715,76.5,1,13
IF f2 <= -0.157345 AND f7 <= 0.195483 AND f2 > -1.068439 AND f14 > -0.241364 AND f13 > -1.179991 AND f8 > -0.439802 AND f10 > -1.103911 AND f4 <= 0.643349 AND f5 > 0.274404 AND f7 > 0.194093 AND f4 <= 0.304368 AND f14 > -0.223078 AND f11 <= 0.494243,66.5,1,13
IF f2 <= -0.157345 AND f7 <= 0.195483 AND f2 > -1.068439 AND f14 > -0.241364 AND f13 > -1.179991 AND f8 > -0.439802 AND f10 > -1.103911 AND f4 <= 0.643349 AND f5 > 0.274404 AND f7 > 0.194093 AND f4 <= 0.304368 AND f14 > -0.223078 AND f11 > 0.494243,66.0,1,13
IF f2 <= -0.157345 AND f7 <= 0.195483 AND f2 > -1.068439 AND f14 > -0.241364 AND f13 > -1.179991 AND f8 > -0.439802 AND f10 > -1.103911 AND f4 <= 0.643349 AND f5 > 0.274404 AND f7 > 0.194093 AND f4 > 0.304368 AND f7 <= 0.194819 AND f9 <= -0.235085,70.5,1,13
IF f2 <= -0.157345 AND f7 <= 0.195483 AND f2 > -1.068439 AND f14 > -0.241364 AND f13 > -1.179991 AND f8 > -0.439802 AND f10 > -1.103911 AND f4 <= 0.643349 AND f5 > 0.274404 AND f7 > 0.194093 AND f4 > 0.304368 AND f7 <= 0.194819 AND f9 > -0.235085,69.0,1,13
IF f2 <= -0.157345 AND f7 <= 0.195483 AND f2 > -1.068439 AND f14 > -0.241364 AND f13 > -1.179991 AND f8 > -0.439802 AND f10 > -1.103911 AND f4 <= 0.643349 AND f5 > 0.274404 AND f7 > 0.194093 AND f4 > 0.304368 AND f7 > 0.194819 AND f2 <= -0.685005,71.5,1,13
IF f2 <= -0.157345 AND f7 <= 0.195483 AND f2 > -1.068439 AND f14 > -0.241364 AND f13 > -1.179991 AND f8 > -0.439802 AND f10 > -1.103911 AND f4 <= 0.643349 AND f5 > 0.274404 AND f7 > 0.194093 AND f4 > 0.304368 AND f7 > 0.194819 AND f2 > -0.685005,72.5,1,13
IF f2 <= -0.157345 AND f7 <= 0.195483 AND f2 > -1.068439 AND f14 > -0.241364 AND f13 > -1.179991 AND f8 > -0.439802 AND f10 > -1.103911 AND f4 > 0.643349 AND f14 <= -0.224448 AND f1 <= 0.660818 AND f8 <= 0.286264 AND f1 > 0.191741 AND f13 <= 0.395880,80.5,1,13
IF f2 <= -0.157345 AND f7 <= 0.195483 AND f2 > -1.068439 AND f14 > -0.241364 AND f13 > -1.179991 AND f8 > -0.439802 AND f10 > -1.103911 AND f4 > 0.643349 AND f14 <= -0.224448 AND f1 <= 0.660818 AND f8 <= 0.286264 AND f1 > 0.191741 AND f13 > 0.395880,78.0,1,13
IF f2 <= -0.157345 AND f7 <= 0.195483 AND f2 > -1.068439 AND f14 > -0.241364 AND f13 > -1.179991 AND f8 > -0.439802 AND f10 > -1.103911 AND f4 > 0.643349 AND f14 <= -0.224448 AND f1 <= 0.660818 AND f8 > 0.286264 AND f7 <= 0.192196 AND f12 <= 0.479511,61.5,1,13
IF f2 <= -0.157345 AND f7 <= 0.195483 AND f2 > -1.068439 AND f14 > -0.241364 AND f13 > -1.179991 AND f8 > -0.439802 AND f10 > -1.103911 AND f4 > 0.643349 AND f14 <= -0.224448 AND f1 <= 0.660818 AND f8 > 0.286264 AND f7 <= 0.192196 AND f12 > 0.479511,66.5,1,13
IF f2 <= -0.157345 AND f7 <= 0.195483 AND f2 > -1.068439 AND f14 > -0.241364 AND f13 > -1.179991 AND f8 > -0.439802 AND f10 > -1.103911 AND f4 > 0.643349 AND f14 <= -0.224448 AND f1 > 0.660818 AND f8 > -0.004163 AND f1 <= 1.516414 AND f14 > -0.227061,72.0,1,13
IF f2 <= -0.157345 AND f7 <= 0.195483 AND f2 > -1.068439 AND f14 > -0.241364 AND f13 > -1.179991 AND f8 > -0.439802 AND f10 > -1.103911 AND f4 > 0.643349 AND f14 <= -0.224448 AND f1 > 0.660818 AND f8 > -0.004163 AND f1 > 1.516414 AND f1 > 2.028646,85.5,1,13
IF f2 <= -0.157345 AND f7 <= 0.195483 AND f2 > -1.068439 AND f14 > -0.241364 AND f13 > -1.179991 AND f8 > -0.439802 AND f10 > -1.103911 AND f4 > 0.643349 AND f14 > -0.224448 AND f3 > -0.622245 AND f14 <= -0.219183 AND f4 <= 1.390845 AND f14 > -0.219818,66.5,1,13
IF f2 <= -0.157345 AND f7 <= 0.195483 AND f2 > -1.068439 AND f14 > -0.241364 AND f13 > -1.179991 AND f8 > -0.439802 AND f10 > -1.103911 AND f4 > 0.643349 AND f14 > -0.224448 AND f3 > -0.622245 AND f14 <= -0.219183 AND f4 > 1.390845 AND f14 <= -0.223052,67.0,1,13
IF f2 <= -0.157345 AND f7 <= 0.195483 AND f2 > -1.068439 AND f14 > -0.241364 AND f13 > -1.179991 AND f8 > -0.439802 AND f10 > -1.103911 AND f4 > 0.643349 AND f14 > -0.224448 AND f3 > -0.622245 AND f14 <= -0.219183 AND f4 > 1.390845 AND f14 > -0.223052,74.5,1,13
IF f2 <= -0.157345 AND f7 > 0.195483 AND f0 <= 0.289661 AND f14 <= -0.169958 AND f13 > -1.388880 AND f13 <= 0.402215 AND f1 <= 0.289309 AND f13 <= 0.397660 AND f2 <= -0.626158 AND f6 <= 0.495871 AND f6 <= 0.294833 AND f5 <= 0.261610 AND f3 <= -0.509982,61.5,1,13
IF f2 <= -0.157345 AND f7 > 0.195483 AND f0 <= 0.289661 AND f14 <= -0.169958 AND f13 > -1.388880 AND f13 <= 0.402215 AND f1 <= 0.289309 AND f13 <= 0.397660 AND f2 <= -0.626158 AND f6 <= 0.495871 AND f6 <= 0.294833 AND f5 > 0.261610 AND f13 > 0.393218,65.0,1,13
IF f2 <= -0.157345 AND f7 > 0.195483 AND f0 <= 0.289661 AND f14 <= -0.169958 AND f13 > -1.388880 AND f13 <= 0.402215 AND f1 <= 0.289309 AND f13 <= 0.397660 AND f2 <= -0.626158 AND f6 <= 0.495871 AND f6 > 0.294833 AND f2 > -0.889007 AND f6 <= 0.425262,73.5,1,13
IF f2 <= -0.157345 AND f7 > 0.195483 AND f0 <= 0.289661 AND f14 <= -0.169958 AND f13 > -1.388880 AND f13 <= 0.402215 AND f1 <= 0.289309 AND f13 <= 0.397660 AND f2 <= -0.626158 AND f6 <= 0.495871 AND f6 > 0.294833 AND f2 > -0.889007 AND f6 > 0.425262,74.5,1,13
IF f2 <= -0.157345 AND f7 > 0.195483 AND f0 <= 0.289661 AND f14 <= -0.169958 AND f13 > -1.388880 AND f13 <= 0.402215 AND f1 <= 0.289309 AND f13 <= 0.397660 AND f2 > -0.626158 AND f0 <= -0.443410 AND f14 > -0.203878 AND f8 <= -1.165868 AND f5 > 0.347678,47.5,1,13
IF f2 <= -0.157345 AND f7 > 0.195483 AND f0 <= 0.289661 AND f14 <= -0.169958 AND f13 > -1.388880 AND f13 <= 0.402215 AND f1 <= 0.289309 AND f13 > 0.397660 AND f0 <= 0.066051 AND f0 > -0.199053 AND f2 <= -0.306424 AND f13 <= 0.399027 AND f14 <= -0.184515,46.0,1,13
IF f2 <= -0.157345 AND f7 > 0.195483 AND f0 <= 0.289661 AND f14 <= -0.169958 AND f13 > -1.388880 AND f13 <= 0.402215 AND f1 <= 0.289309 AND f13 > 0.397660 AND f0 <= 0.066051 AND f0 > -0.199053 AND f2 <= -0.306424 AND f13 > 0.399027 AND f0 <= -0.069959,39.0,1,13
IF f2 <= -0.157345 AND f7 > 0.195483 AND f0 <= 0.289661 AND f14 <= -0.169958 AND f13 > -1.388880 AND f13 <= 0.402215 AND f1 > 0.289309 AND f14 <= -0.213057 AND f2 > -0.626158 AND f0 > -0.288958 AND f5 > 0.660549 AND f0 <= 0.059135 AND f8 <= 0.504083,65.0,1,13
IF f2 <= -0.157345 AND f7 > 0.195483 AND f0 <= 0.289661 AND f14 <= -0.169958 AND f13 > -1.388880 AND f13 <= 0.402215 AND f1 > 0.289309 AND f14 <= -0.213057 AND f2 > -0.626158 AND f0 > -0.288958 AND f5 > 0.660549 AND f0 > 0.059135 AND f0 > 0.183619,71.5,1,13
IF f2 <= -0.157345 AND f7 > 0.195483 AND f0 <= 0.289661 AND f14 <= -0.169958 AND f13 > -1.388880 AND f13 <= 0.402215 AND f1 > 0.289309 AND f14 > -0.213057 AND f1 > 0.908490 AND f2 <= -0.341732 AND f10 > 0.063462 AND f0 > 0.096019 AND f2 <= -0.849776,70.0,1,13
IF f2 <= -0.157345 AND f7 > 0.195483 AND f0 <= 0.289661 AND f14 <= -0.169958 AND f13 > -1.388880 AND f13 > 0.402215 AND f7 <= 0.201930 AND f9 > -1.227614 AND f4 > -0.253150 AND f8 <= 0.576690 AND f0 <= 0.183619 AND f8 > -0.730229 AND f2 <= -0.188730,48.0,1,13
IF f2 <= -0.157345 AND f7 > 0.195483 AND f0 <= 0.289661 AND f14 <= -0.169958 AND f13 > -1.388880 AND f13 > 0.402215 AND f7 <= 0.201930 AND f9 > -1.227614 AND f4 > -0.253150 AND f8 <= 0.576690 AND f0 <= 0.183619 AND f8 > -0.730229 AND f2 > -0.188730,49.0,1,13
IF f2 <= -0.157345 AND f7 > 0.195483 AND f0 <= 0.289661 AND f14 <= -0.169958 AND f13 > -1.388880 AND f13 > 0.402215 AND f7 > 0.201930 AND f4 <= 0.396253 AND f6 <= 0.064375 AND f5 <= 0.472128 AND f7 <= 0.204470 AND f13 > 0.407627 AND f14 <= -0.199091,33.77777777777778,1,13
IF f2 <= -0.157345 AND f7 > 0.195483 AND f0 <= 0.289661 AND f14 <= -0.169958 AND f13 > -1.388880 AND f13 > 0.402215 AND f7 > 0.201930 AND f4 <= 0.396253 AND f6 <= 0.064375 AND f5 <= 0.472128 AND f7 <= 0.204470 AND f13 > 0.407627 AND f14 > -0.199091,33.641025641025635,1,13
IF f2 <= -0.157345 AND f7 > 0.195483 AND f0 <= 0.289661 AND f14 > -0.169958 AND f13 <= 0.398949 AND f13 > -1.779359 AND f13 <= 0.392464 AND f13 <= -1.185760 AND f13 <= -1.426585 AND f13 <= -1.541753 AND f13 <= -1.640446 AND f13 <= -1.686876 AND f3 <= 0.687006,43.75,1,13
IF f2 <= -0.157345 AND f7 > 0.195483 AND f0 <= 0.289661 AND f14 > -0.169958 AND f13 <= 0.398949 AND f13 > -1.779359 AND f13 <= 0.392464 AND f13 <= -1.185760 AND f13 <= -1.426585 AND f13 <= -1.541753 AND f13 <= -1.640446 AND f13 > -1.686876 AND f3 <= 0.590780,44.25,1,13
IF f2 <= -0.157345 AND f7 > 0.195483 AND f0 <= 0.289661 AND f14 > -0.169958 AND f13 <= 0.398949 AND f13 > -1.779359 AND f13 <= 0.392464 AND f13 <= -1.185760 AND f13 <= -1.426585 AND f13 <= -1.541753 AND f13 <= -1.640446 AND f13 > -1.686876 AND f3 > 0.590780,44.5,1,13
IF f2 <= -0.157345 AND f7 > 0.195483 AND f0 <= 0.289661 AND f14 > -0.169958 AND f13 <= 0.398949 AND f13 > -1.779359 AND f13 <= 0.392464 AND f13 <= -1.185760 AND f13 <= -1.426585 AND f13 <= -1.541753 AND f13 > -1.640446 AND f13 > -1.590561 AND f13 > -1.579515,46.5,1,13
IF f2 <= -0.157345 AND f7 > 0.195483 AND f0 <= 0.289661 AND f14 > -0.169958 AND f13 <= 0.398949 AND f13 > -1.779359 AND f13 <= 0.392464 AND f13 <= -1.185760 AND f13 <= -1.426585 AND f13 > -1.541753 AND f13 > -1.480513 AND f13 <= -1.456724 AND f1 <= 0.354980,49.5,1,13
IF f2 <= -0.157345 AND f7 > 0.195483 AND f0 <= 0.289661 AND f14 > -0.169958 AND f13 <= 0.398949 AND f13 > -1.779359 AND f13 <= 0.392464 AND f13 <= -1.185760 AND f13 <= -1.426585 AND f13 > -1.541753 AND f13 > -1.480513 AND f13 <= -1.456724 AND f1 > 0.354980,49.3764367816092,1,13
IF f2 <= -0.157345 AND f7 > 0.195483 AND f0 <= 0.289661 AND f14 > -0.169958 AND f13 <= 0.398949 AND f13 > -1.779359 AND f13 <= 0.392464 AND f13 <= -1.185760 AND f13 <= -1.426585 AND f13 > -1.541753 AND f13 > -1.480513 AND f13 > -1.456724 AND f2 <= -0.506503,49.64942528735632,1,13
IF f2 <= -0.157345 AND f7 > 0.195483 AND f0 <= 0.289661 AND f14 > -0.169958 AND f13 <= 0.398949 AND f13 > -1.779359 AND f13 <= 0.392464 AND f13 <= -1.185760 AND f13 <= -1.426585 AND f13 > -1.541753 AND f13 > -1.480513 AND f13 > -1.456724 AND f2 > -0.506503,49.833333333333336,1,13
IF f2 <= -0.157345 AND f7 > 0.195483 AND f0 <= 0.289661 AND f14 > -0.169958 AND f13 <= 0.398949 AND f13 > -1.779359 AND f13 <= 0.392464 AND f13 <= -1.185760 AND f13 > -1.426585 AND f13 > -1.331230 AND f13 <= -1.247313 AND f13 <= -1.283083 AND f8 <= -0.149376,54.015151515151516,1,13
IF f2 <= -0.157345 AND f7 > 0.195483 AND f0 <= 0.289661 AND f14 > -0.169958 AND f13 <= 0.398949 AND f13 > -1.779359 AND f13 <= 0.392464 AND f13 <= -1.185760 AND f13 > -1.426585 AND f13 > -1.331230 AND f13 <= -1.247313 AND f13 <= -1.283083 AND f8 > -0.149376,54.50000000000001,1,13
IF f2 <= -0.157345 AND f7 > 0.195483 AND f0 <= 0.289661 AND f14 > -0.169958 AND f13 <= 0.398949 AND f13 > -1.779359 AND f13 <= 0.392464 AND f13 <= -1.185760 AND f13 > -1.426585 AND f13 > -1.331230 AND f13 <= -1.247313 AND f13 > -1.283083 AND f9 <= 0.013047,55.255244755244746,1,13
IF f2 <= -0.157345 AND f7 > 0.195483 AND f0 <= 0.289661 AND f14 > -0.169958 AND f13 <= 0.398949 AND f13 > -1.779359 AND f13 <= 0.392464 AND f13 <= -1.185760 AND f13 > -1.426585 AND f13 > -1.331230 AND f13 <= -1.247313 AND f13 > -1.283083 AND f9 > 0.013047,55.10919540229885,1,13
IF f2 <= -0.157345 AND f7 > 0.195483 AND f0 <= 0.289661 AND f14 > -0.169958 AND f13 <= 0.398949 AND f13 > -1.779359 AND f13 <= 0.392464 AND f13 <= -1.185760 AND f13 > -1.426585 AND f13 > -1.331230 AND f13 > -1.247313 AND f2 <= -0.422156 AND f5 <= 0.507021,56.80303030303029,1,13
IF f2 <= -0.157345 AND f7 > 0.195483 AND f0 <= 0.289661 AND f14 > -0.169958 AND f13 <= 0.398949 AND f13 > -1.779359 AND f13 <= 0.392464 AND f13 > -1.185760 AND f10 > 0.793070 AND f13 > -0.990478 AND f13 <= -0.795493 AND f13 <= -0.851083 AND f7 > 0.213691,71.02447552447552,1,13
IF f2 <= -0.157345 AND f7 > 0.195483 AND f0 <= 0.289661 AND f14 > -0.169958 AND f13 <= 0.398949 AND f13 > -1.779359 AND f13 <= 0.392464 AND f13 > -1.185760 AND f10 > 0.793070 AND f13 > -0.990478 AND f13 <= -0.795493 AND f13 > -0.851083 AND f5 <= 0.253468,75.32517482517483,1,13
IF f2 <= -0.157345 AND f7 > 0.195483 AND f0 <= 0.289661 AND f14 > -0.169958 AND f13 <= 0.398949 AND f13 > -1.779359 AND f13 <= 0.392464 AND f13 > -1.185760 AND f10 > 0.793070 AND f13 > -0.990478 AND f13 > -0.795493 AND f6 > 0.500774 AND f7 <= 0.214119,81.05944055944056,1,13
IF f2 <= -0.157345 AND f7 > 0.195483 AND f0 <= 0.289661 AND f14 > -0.169958 AND f13 <= 0.398949 AND f13 > -1.779359 AND f13 > 0.392464 AND f1 <= 0.094173 AND f8 <= 0.867116 AND f13 > 0.395116 AND f1 <= -0.367399 AND f5 <= 0.202292 AND f2 <= -0.233846,33.0,1,13
IF f2 <= -0.157345 AND f7 > 0.195483 AND f0 <= 0.289661 AND f14 > -0.169958 AND f13 <= 0.398949 AND f13 > -1.779359 AND f13 > 0.392464 AND f1 <= 0.094173 AND f8 <= 0.867116 AND f13 > 0.395116 AND f1 <= -0.367399 AND f5 <= 0.202292 AND f2 > -0.233846,33.5,1,13
IF f2 <= -0.157345 AND f7 > 0.195483 AND f0 <= 0.289661 AND f14 > -0.169958 AND f13 <= 0.398949 AND f13 > -1.779359 AND f13 > 0.392464 AND f1 <= 0.094173 AND f8 <= 0.867116 AND f13 > 0.395116 AND f1 <= -0.367399 AND f5 > 0.202292 AND f6 <= 0.588054,29.5,1,13
IF f2 <= -0.157345 AND f7 > 0.195483 AND f0 <= 0.289661 AND f14 > -0.169958 AND f13 <= 0.398949 AND f13 > -1.779359 AND f13 > 0.392464 AND f1 <= 0.094173 AND f8 <= 0.867116 AND f13 > 0.395116 AND f1 > -0.367399 AND f0 <= -0.600168 AND f14 <= -0.146927,31.0,1,13
IF f2 <= -0.157345 AND f7 > 0.195483 AND f0 <= 0.289661 AND f14 > -0.169958 AND f13 <= 0.398949 AND f13 > -1.779359 AND f13 > 0.392464 AND f1 <= 0.094173 AND f8 <= 0.867116 AND f13 > 0.395116 AND f1 > -0.367399 AND f0 <= -0.600168 AND f14 > -0.146927,32.0,1,13
IF f2 <= -0.157345 AND f7 > 0.195483 AND f0 <= 0.289661 AND f14 > -0.169958 AND f13 <= 0.398949 AND f13 > -1.779359 AND f13 > 0.392464 AND f1 <= 0.094173 AND f8 <= 0.867116 AND f13 > 0.395116 AND f1 > -0.367399 AND f0 > -0.600168 AND f5 <= 0.161584,47.0,1,13
IF f2 <= -0.157345 AND f7 > 0.195483 AND f0 <= 0.289661 AND f14 > -0.169958 AND f13 <= 0.398949 AND f13 > -1.779359 AND f13 > 0.392464 AND f1 <= 0.094173 AND f8 > 0.867116 AND f14 <= -0.154271 AND f11 <= 0.957248 AND f3 <= 0.200046 AND f10 <= 0.355305,55.50000000000001,1,13
IF f2 <= -0.157345 AND f7 > 0.195483 AND f0 <= 0.289661 AND f14 > -0.169958 AND f13 <= 0.398949 AND f13 > -1.779359 AND f13 > 0.392464 AND f1 <= 0.094173 AND f8 > 0.867116 AND f14 <= -0.154271 AND f11 <= 0.957248 AND f3 <= 0.200046 AND f10 > 0.355305,54.50000000000001,1,13
